e	1	2
e	1	3
e	2	12
e	3	5
e	3	12
e	4	5
e	4	11
e	5	6
e	5	8
e	5	11
e	6	7
e	7	12
e	8	9
e	8	30
e	9	10
e	11	12
e	11	13
e	12	14
e	12	16
e	12	117
e	13	15
e	14	15
e	15	17
e	15	19
e	15	33
e	16	17
e	17	18
e	17	30
e	17	31
e	17	113
e	18	19
e	19	20
e	19	34
e	20	21
e	21	22
e	22	23
e	23	24
e	23	25
e	23	32
e	24	70
e	24	72
e	25	26
e	25	27
e	26	30
e	27	28
e	27	32
e	27	115
e	28	29
e	29	31
e	30	38
e	31	32
e	32	113
e	32	114
e	33	37
e	34	36
e	34	37
e	34	43
e	35	36
e	35	37
e	37	38
e	37	39
e	37	40
e	38	65
e	39	40
e	40	41
e	40	42
e	41	42
e	42	49
e	43	44
e	44	45
e	45	46
e	45	49
e	46	47
e	46	48
e	47	49
e	47	69
e	48	49
e	49	50
e	49	51
e	49	54
e	49	66
e	49	69
e	50	57
e	51	52
e	51	58
e	52	53
e	53	54
e	54	55
e	54	56
e	54	59
e	55	56
e	55	59
e	56	57
e	56	58
e	56	59
e	59	60
e	59	61
e	59	63
e	60	61
e	60	62
e	61	62
e	61	64
e	62	66
e	62	67
e	63	64
e	64	65
e	65	66
e	65	68
e	66	67
e	68	69
e	68	81
e	68	116
e	69	70
e	69	75
e	69	77
e	70	71
e	70	74
e	70	75
e	71	72
e	71	73
e	74	75
e	75	77
e	75	118
e	76	77
e	76	118
e	77	78
e	77	80
e	77	82
e	78	79
e	79	80
e	80	81
e	80	96
e	80	97
e	80	98
e	80	99
e	82	83
e	82	96
e	83	84
e	83	85
e	84	85
e	85	86
e	85	88
e	85	89
e	86	87
e	88	89
e	89	90
e	89	92
e	90	91
e	91	92
e	92	93
e	92	94
e	92	100
e	92	102
e	93	94
e	94	95
e	94	96
e	94	100
e	95	96
e	96	97
e	98	100
e	99	100
e	100	101
e	100	103
e	100	104
e	100	106
e	101	102
e	103	104
e	103	105
e	103	110
e	104	105
e	105	106
e	105	107
e	105	108
e	106	107
e	108	109
e	109	110
e	110	111
e	110	112
e	114	115
