e	35	1
e	37	1
e	18	2
e	26	2
e	32	2
e	33	2
e	66	2
e	76	2
e	7	3
e	10	3
e	16	3
e	30	3
e	44	3
e	52	3
e	57	3
e	67	3
e	75	3
e	80	3
e	53	4
e	49	5
e	60	5
e	15	6
e	40	6
e	36	7
e	20	8
e	64	8
e	23	9
e	67	10
e	46	11
e	53	11
e	33	12
e	59	13
e	51	14
e	65	14
e	40	15
e	30	16
e	25	17
e	31	17
e	66	17
e	32	18
e	66	18
e	76	18
e	84	19
e	22	20
e	40	20
e	56	20
e	64	20
e	81	20
e	40	21
e	40	22
e	36	23
e	43	23
e	33	24
e	54	24
e	33	26
e	36	26
e	86	26
e	30	27
e	41	27
e	48	27
e	30	28
e	55	28
e	74	28
e	60	29
e	41	30
e	48	30
e	55	30
e	61	30
e	62	30
e	82	30
e	83	30
e	84	30
e	66	31
e	66	32
e	76	32
e	34	33
e	36	33
e	44	33
e	58	33
e	77	33
e	86	33
e	36	35
e	37	35
e	71	35
e	42	36
e	43	36
e	44	36
e	68	36
e	73	36
e	85	36
e	39	38
e	74	38
e	74	39
e	45	40
e	54	40
e	58	40
e	48	41
e	53	43
e	69	43
e	72	43
e	79	43
e	73	44
e	80	44
e	58	45
e	59	45
e	53	46
e	49	47
e	60	49
e	61	49
e	77	50
e	69	53
e	72	53
e	79	53
e	58	55
e	59	55
e	59	58
e	81	63
e	78	64
e	84	65
e	76	66
e	77	70
e	79	72
e	83	82
e	84	83
