e	1	64
e	2	38
e	3	66
e	3	101
e	3	56
e	3	57
e	3	37
e	3	48
e	3	117
e	3	64
e	4	65
e	4	54
e	4	64
e	5	59
e	5	100
e	6	17
e	6	18
e	6	28
e	6	74
e	7	50
e	7	87
e	8	94
e	9	96
e	9	15
e	9	64
e	10	74
e	10	103
e	76	89
e	76	95
e	72	76
e	48	76
e	19	76
e	76	98
e	12	89
e	13	113
e	13	83
e	13	82
e	13	47
e	13	112
e	13	94
e	13	104
e	14	55
e	15	64
e	16	100
e	17	74
e	17	18
e	17	28
e	18	52
e	18	44
e	18	49
e	18	74
e	18	28
e	19	72
e	20	71
e	20	81
e	21	106
e	21	48
e	22	74
e	22	38
e	22	25
e	23	68
e	23	100
e	24	100
e	25	38
e	26	38
e	62	74
e	29	62
e	28	74
e	30	38
e	30	41
e	30	43
e	31	54
e	31	60
e	31	110
e	32	100
e	33	56
e	33	64
e	34	74
e	35	100
e	35	46
e	36	38
e	37	93
e	37	101
e	37	48
e	37	117
e	27	37
e	37	80
e	37	64
e	38	43
e	38	69
e	38	71
e	38	100
e	38	109
e	38	74
e	38	41
e	39	64
e	39	79
e	40	64
e	41	43
e	41	74
e	42	100
e	42	102
e	42	107
e	42	111
e	44	74
e	44	52
e	44	49
e	45	50
e	45	84
e	46	100
e	47	104
e	47	113
e	47	83
e	48	101
e	48	117
e	48	106
e	49	74
e	49	52
e	50	87
e	50	114
e	50	74
e	50	84
e	51	100
e	52	74
e	53	89
e	54	65
e	54	60
e	54	110
e	54	64
e	55	100
e	55	75
e	55	105
e	55	68
e	55	94
e	55	108
e	56	57
e	56	64
e	57	64
e	58	100
e	59	100
e	60	110
e	61	64
e	27	117
e	27	93
e	27	64
e	63	74
e	64	65
e	64	93
e	64	79
e	64	96
e	64	80
e	64	117
e	67	74
e	68	94
e	68	100
e	68	105
e	70	109
e	71	81
e	72	95
e	72	73
e	11	72
e	72	74
e	73	74
e	73	85
e	11	73
e	11	74
e	74	114
e	74	103
e	74	99
e	75	100
e	77	100
e	77	118
e	78	100
e	78	91
e	82	112
e	82	94
e	83	104
e	86	100
e	86	115
e	88	100
e	89	98
e	90	112
e	90	97
e	91	100
e	92	100
e	93	117
e	94	100
e	94	105
e	94	112
e	97	112
e	100	102
e	100	111
e	100	105
e	100	107
e	100	115
e	100	116
e	100	118
e	102	111
e	102	107
e	107	111
