e	1	11
e	1	15
e	1	16
e	1	41
e	1	43
e	1	48
e	2	18
e	2	20
e	2	27
e	2	28
e	2	29
e	2	37
e	2	42
e	2	55
e	3	11
e	3	43
e	3	45
e	3	62
e	4	9
e	4	15
e	4	60
e	5	52
e	6	10
e	6	14
e	6	57
e	6	58
e	7	10
e	7	14
e	7	18
e	7	55
e	7	57
e	7	58
e	8	20
e	8	28
e	8	31
e	8	41
e	8	55
e	9	4
e	9	21
e	9	29
e	9	38
e	9	46
e	9	60
e	10	6
e	10	7
e	10	14
e	10	18
e	10	33
e	10	42
e	10	58
e	11	1
e	11	3
e	11	30
e	11	43
e	11	48
e	12	52
e	13	34
e	14	6
e	14	7
e	14	10
e	14	18
e	14	33
e	14	42
e	14	55
e	14	58
e	15	1
e	15	4
e	15	17
e	15	25
e	15	34
e	15	35
e	15	38
e	15	39
e	15	41
e	15	44
e	15	51
e	15	53
e	16	1
e	16	19
e	16	25
e	16	41
e	16	46
e	16	56
e	16	60
e	17	15
e	17	21
e	17	34
e	17	38
e	17	39
e	17	51
e	18	2
e	18	7
e	18	10
e	18	14
e	18	23
e	18	26
e	18	28
e	18	32
e	18	58
e	19	16
e	19	21
e	19	22
e	19	25
e	19	30
e	19	46
e	19	52
e	20	2
e	20	8
e	20	31
e	20	55
e	21	9
e	21	17
e	21	19
e	21	29
e	21	37
e	21	39
e	21	45
e	21	48
e	21	51
e	22	19
e	22	30
e	22	34
e	22	38
e	22	46
e	22	52
e	23	18
e	24	37
e	24	46
e	24	52
e	25	15
e	25	16
e	25	19
e	25	30
e	25	46
e	25	52
e	26	18
e	26	27
e	26	28
e	27	2
e	27	26
e	27	28
e	28	2
e	28	8
e	28	18
e	28	26
e	28	27
e	29	2
e	29	9
e	29	21
e	29	31
e	29	48
e	30	11
e	30	19
e	30	22
e	30	25
e	30	36
e	30	44
e	30	46
e	30	52
e	30	53
e	31	8
e	31	20
e	31	29
e	31	43
e	31	48
e	32	18
e	33	10
e	33	14
e	33	61
e	34	13
e	34	15
e	34	17
e	34	22
e	34	35
e	34	38
e	34	39
e	34	41
e	34	44
e	34	51
e	35	15
e	35	34
e	35	38
e	35	45
e	35	50
e	36	30
e	37	2
e	37	21
e	37	24
e	37	38
e	37	40
e	37	41
e	37	60
e	38	9
e	38	15
e	38	17
e	38	22
e	38	34
e	38	35
e	38	37
e	38	41
e	38	44
e	38	46
e	38	62
e	39	15
e	39	17
e	39	21
e	39	34
e	39	44
e	39	45
e	39	53
e	39	59
e	40	37
e	40	58
e	41	1
e	41	8
e	41	15
e	41	16
e	41	34
e	41	37
e	41	38
e	41	53
e	42	2
e	42	10
e	42	14
e	42	55
e	42	58
e	43	1
e	43	3
e	43	11
e	43	31
e	43	48
e	43	51
e	44	15
e	44	30
e	44	34
e	44	38
e	44	39
e	44	47
e	44	54
e	45	3
e	45	21
e	45	35
e	45	39
e	46	9
e	46	16
e	46	19
e	46	22
e	46	24
e	46	25
e	46	30
e	46	38
e	46	51
e	46	52
e	46	60
e	47	44
e	47	50
e	48	1
e	48	11
e	48	21
e	48	29
e	48	31
e	48	43
e	49	58
e	50	35
e	50	47
e	51	15
e	51	17
e	51	21
e	51	34
e	51	43
e	51	46
e	51	52
e	52	5
e	52	12
e	52	19
e	52	22
e	52	24
e	52	25
e	52	30
e	52	46
e	52	51
e	52	56
e	53	15
e	53	30
e	53	39
e	53	41
e	54	44
e	54	62
e	55	2
e	55	7
e	55	8
e	55	14
e	55	20
e	55	42
e	55	58
e	56	16
e	56	52
e	57	6
e	57	7
e	58	6
e	58	7
e	58	10
e	58	14
e	58	18
e	58	40
e	58	42
e	58	49
e	58	55
e	59	39
e	60	4
e	60	9
e	60	16
e	60	37
e	60	46
e	61	33
e	62	3
e	62	38
e	62	54
