e	1	38
e	2	9
e	2	20
e	2	22
e	2	35
e	2	38
e	2	53
e	2	55
e	2	58
e	2	59
e	3	28
e	3	45
e	3	47
e	4	5
e	4	15
e	4	24
e	4	57
e	4	60
e	5	4
e	5	15
e	5	27
e	6	15
e	7	35
e	7	38
e	7	40
e	7	49
e	7	62
e	8	21
e	8	38
e	8	51
e	8	62
e	9	2
e	9	21
e	9	22
e	9	44
e	9	53
e	10	21
e	10	45
e	10	51
e	11	38
e	12	23
e	12	60
e	13	22
e	13	50
e	14	26
e	14	60
e	15	4
e	15	5
e	15	6
e	15	25
e	15	26
e	15	27
e	15	46
e	15	60
e	16	17
e	16	18
e	16	23
e	16	29
e	16	31
e	16	36
e	16	38
e	16	39
e	16	54
e	16	56
e	16	57
e	17	16
e	17	57
e	18	16
e	19	22
e	19	50
e	20	2
e	20	35
e	20	38
e	20	41
e	20	43
e	20	55
e	20	58
e	20	59
e	21	8
e	21	9
e	21	10
e	21	35
e	21	41
e	21	45
e	21	51
e	22	2
e	22	9
e	22	13
e	22	19
e	22	28
e	22	30
e	22	32
e	22	35
e	22	38
e	22	45
e	22	50
e	22	53
e	22	62
e	23	12
e	23	16
e	23	36
e	24	4
e	24	38
e	24	49
e	24	57
e	25	15
e	26	14
e	26	15
e	26	27
e	26	60
e	27	5
e	27	15
e	27	26
e	27	60
e	28	3
e	28	22
e	28	32
e	28	45
e	28	47
e	28	53
e	29	16
e	29	39
e	30	22
e	30	35
e	30	38
e	30	50
e	30	62
e	31	16
e	32	22
e	32	28
e	32	45
e	32	53
e	33	34
e	34	33
e	34	35
e	34	38
e	34	52
e	35	2
e	35	7
e	35	20
e	35	21
e	35	22
e	35	30
e	35	34
e	35	38
e	35	42
e	35	43
e	35	49
e	35	52
e	35	53
e	35	55
e	35	58
e	35	59
e	35	61
e	35	62
e	36	16
e	36	23
e	36	39
e	37	45
e	38	1
e	38	2
e	38	7
e	38	8
e	38	11
e	38	16
e	38	20
e	38	22
e	38	24
e	38	30
e	38	34
e	38	35
e	38	42
e	38	43
e	38	45
e	38	49
e	38	52
e	38	55
e	38	58
e	38	60
e	38	61
e	38	62
e	39	16
e	39	29
e	39	36
e	39	57
e	40	7
e	40	49
e	41	20
e	41	21
e	42	35
e	42	38
e	42	49
e	42	52
e	43	20
e	43	35
e	43	38
e	43	59
e	44	9
e	44	48
e	44	51
e	44	55
e	45	3
e	45	10
e	45	21
e	45	22
e	45	28
e	45	32
e	45	37
e	45	38
e	45	47
e	45	51
e	45	53
e	46	15
e	47	3
e	47	28
e	47	45
e	48	44
e	48	51
e	48	55
e	49	7
e	49	24
e	49	35
e	49	38
e	49	40
e	49	42
e	49	52
e	49	60
e	49	61
e	49	62
e	50	13
e	50	19
e	50	22
e	50	30
e	51	8
e	51	10
e	51	21
e	51	44
e	51	45
e	51	48
e	52	34
e	52	35
e	52	38
e	52	42
e	52	49
e	52	61
e	52	62
e	53	2
e	53	9
e	53	22
e	53	28
e	53	32
e	53	35
e	53	45
e	53	62
e	54	16
e	55	2
e	55	20
e	55	35
e	55	38
e	55	44
e	55	48
e	55	58
e	55	59
e	56	16
e	56	57
e	57	4
e	57	16
e	57	17
e	57	24
e	57	39
e	57	56
e	58	2
e	58	20
e	58	35
e	58	38
e	58	55
e	58	59
e	59	2
e	59	20
e	59	35
e	59	43
e	59	55
e	59	58
e	60	4
e	60	12
e	60	14
e	60	15
e	60	26
e	60	27
e	60	38
e	60	49
e	61	35
e	61	38
e	61	49
e	61	52
e	61	62
e	62	7
e	62	8
e	62	22
e	62	30
e	62	35
e	62	38
e	62	49
e	62	52
e	62	53
e	62	61
